,1,2,3,4,5
1,0.986422264,0.00339441,0.003394451,0.003394458,0.003394417
2,0.013921294,0.013921294,0.013921294,0.013921294,0.944314824
3,0.06196273,0.75214908,0.06196273,0.06196273,0.06196273
4,0.002766815,0.988932839,0.002766785,0.002766762,0.0027668
5,0.002166047,0.991335877,0.002166027,0.00216602,0.00216603
6,0.075541584,0.002948643,0.915612665,0.002948461,0.002948647
7,0.005458017,0.005457957,0.005458015,0.978167994,0.005458017
8,0.036660295,0.036660295,0.85335882,0.036660295,0.036660295
9,0.965630431,0.008592453,0.008592311,0.008592077,0.008592729
10,0.003672049,0.00367207,0.003672049,0.985311774,0.003672059
11,0.218447114,0.005811467,0.005811376,0.005811554,0.764118488
12,0.976754295,0.005811542,0.005811462,0.005811281,0.00581142
13,0.00784193,0.00784171,0.968632394,0.007841923,0.007842043
14,0.836416521,0.008592216,0.137806711,0.008592171,0.00859238
15,0.0078419,0.007841852,0.968632445,0.007842041,0.007841762
16,0.004617786,0.004616301,0.00461613,0.981533538,0.004616245
17,0.036660295,0.036660295,0.85335882,0.036660295,0.036660295
18,0.005458281,0.005458069,0.005458248,0.005458123,0.978167279
19,0.003527817,0.003527825,0.003527847,0.003527825,0.985888687
20,0.026030684,0.026030684,0.895877263,0.026030684,0.026030684
21,0.375562294,0.183771204,0.412823531,0.013921294,0.013921677
22,0.279053132,0.020180022,0.660406845,0.020179625,0.020180376
23,0.020180948,0.020179625,0.713806157,0.020179645,0.225653626
24,0.315976376,0.026030684,0.026030717,0.026030684,0.605931538
25,0.003672049,0.00367207,0.003672049,0.985311774,0.003672059
26,0.218447114,0.005811467,0.005811376,0.005811554,0.764118488
27,0.976754295,0.005811542,0.005811462,0.005811281,0.00581142
28,0.005811387,0.005811236,0.005811289,0.891801838,0.09076425
29,0.853353654,0.036664258,0.036660295,0.036661485,0.036660307
30,0.278321272,0.349143626,0.013922488,0.013921294,0.344691321
31,0.036663619,0.853346908,0.036664363,0.036660295,0.036664816
32,0.036661641,0.036660798,0.036661671,0.853354841,0.036661049
33,0.026031874,0.399272996,0.522632118,0.026030684,0.026032327
34,0.00784193,0.00784171,0.968632394,0.007841923,0.007842043
35,0.836416521,0.008592216,0.137806711,0.008592171,0.00859238
36,0.0078419,0.007841852,0.968632445,0.007842041,0.007841762
37,0.008592382,0.00859206,0.008592163,0.965631307,0.008592089
38,0.013923453,0.582212433,0.013922159,0.376018994,0.013922961
39,0.036660295,0.036660295,0.853358815,0.036660301,0.036660295
40,0.020180395,0.020180419,0.919279291,0.020179625,0.020180271
41,0.020179625,0.020179625,0.919281349,0.020179776,0.020179625
42,0.007841852,0.007841635,0.007841994,0.417789578,0.55868494
43,0.95178938,0.012052543,0.012052768,0.012052817,0.012052492
44,0.026030684,0.026030684,0.895877263,0.026030684,0.026030684
45,0.375562294,0.183771204,0.412823531,0.013921294,0.013921677
46,0.06196273,0.06196273,0.75214908,0.06196273,0.06196273
47,0.849823749,0.13380193,0.005457972,0.005458393,0.005457956
48,0.377912896,0.150305325,0.010626286,0.450529473,0.01062602
49,0.986422264,0.00339441,0.003394451,0.003394458,0.003394417
50,0.013921294,0.013921294,0.013921294,0.013921294,0.944314824
51,0.026030684,0.026030684,0.621120391,0.026030684,0.300787557
52,0.013921571,0.013921441,0.013921376,0.013921294,0.944314318
53,0.036660295,0.036660295,0.85335882,0.036660295,0.036660295
54,0.002766815,0.988932808,0.002766785,0.002766762,0.002766831
55,0.002166047,0.991335877,0.002166027,0.00216602,0.00216603
56,0.002532695,0.27338774,0.002532622,0.00253265,0.719014293
57,0.006675761,0.006675595,0.973297283,0.006675505,0.006675856
58,0.036660295,0.036660295,0.85335882,0.036660295,0.036660295
59,0.075541584,0.002948643,0.915612665,0.002948461,0.002948647
60,0.005458017,0.005457957,0.005458015,0.978167994,0.005458017
61,0.965630431,0.008592453,0.008592311,0.008592077,0.008592729
62,0.009502232,0.130880676,0.00950157,0.727816406,0.122299115
63,0.009501425,0.009501449,0.009501438,0.009501314,0.961994374
64,0.012052568,0.012052607,0.01205259,0.012052384,0.95178985
65,0.003672049,0.00367207,0.003672049,0.985311774,0.003672059
66,0.218447114,0.005811467,0.005811376,0.005811554,0.764118488
67,0.008592611,0.112253177,0.008592175,0.86196997,0.008592066
68,0.009501425,0.009501449,0.009501438,0.009501314,0.961994374
69,0.036660295,0.036660295,0.444802362,0.036660295,0.445216754
70,0.976754295,0.005811542,0.005811462,0.005811281,0.00581142
71,0.712505497,0.009501672,0.009502001,0.258989458,0.009501372
72,0.00784193,0.00784171,0.968632394,0.007841923,0.007842043
73,0.836416521,0.008592216,0.137806711,0.008592171,0.00859238
74,0.0078419,0.007841852,0.968632445,0.007842041,0.007841762
75,0.036660295,0.036660295,0.85335882,0.036660295,0.036660295
76,0.026030684,0.026030684,0.026033079,0.895874869,0.026030684
77,0.026030684,0.026030684,0.895876554,0.026030684,0.026031394
78,0.026032564,0.026031264,0.895872704,0.026032131,0.026031336
79,0.016476675,0.016476691,0.934093855,0.016476183,0.016476596
80,0.036660295,0.036662042,0.445009558,0.036660295,0.44500781
81,0.026030684,0.026030684,0.895876186,0.026031762,0.026030684
82,0.036660295,0.036660295,0.85335882,0.036660295,0.036660295
83,0.005458281,0.005458069,0.005458248,0.005458123,0.978167279
84,0.003527817,0.003527825,0.003527847,0.003527825,0.985888687
85,0.026030684,0.026030684,0.895877263,0.026030684,0.026030684
86,0.375562294,0.183771204,0.412823531,0.013921294,0.013921677
87,0.036660295,0.036660295,0.036660412,0.445009113,0.445009884
88,0.036663375,0.036661246,0.036664015,0.853349988,0.036661377
89,0.732683447,0.009501917,0.009501936,0.238810535,0.009502166
90,0.605893863,0.026030684,0.026031778,0.026031535,0.31601214
91,0.012053671,0.414714417,0.012052929,0.549126594,0.01205239
92,0.694506031,0.020179625,0.020179625,0.020179625,0.244955094
93,0.623703365,0.171388344,0.007212218,0.19048441,0.007211664
94,0.02017964,0.694506071,0.244954261,0.020180402,0.020179625
95,0.020181553,0.244955083,0.694504093,0.020179646,0.020179625
96,0.438712679,0.036660295,0.036663849,0.451302882,0.036660295
97,0.036660295,0.036660295,0.453401437,0.036660295,0.436617679
98,0.036660295,0.036660295,0.453401437,0.036660295,0.436617679
99,0.986422264,0.00339441,0.003394451,0.003394458,0.003394417
100,0.020179629,0.020179625,0.919281313,0.020179808,0.020179625
101,0.013921294,0.013921294,0.013921294,0.013921294,0.944314824
102,0.002766815,0.988932839,0.002766785,0.002766762,0.0027668
103,0.026030684,0.026030684,0.621143821,0.026030684,0.300764127
104,0.002166047,0.991335877,0.002166027,0.00216602,0.00216603
105,0.013921571,0.013921441,0.013921946,0.013921294,0.944313747
106,0.002532695,0.27338774,0.002532622,0.00253265,0.719014293
107,0.026030684,0.026030684,0.895877263,0.026030684,0.026030684
108,0.006675761,0.006675595,0.973297283,0.006675505,0.006675856
109,0.075541584,0.002948643,0.915612665,0.002948461,0.002948647
110,0.06196273,0.06196273,0.75214908,0.06196273,0.06196273
111,0.026030684,0.026030684,0.895877263,0.026030684,0.026030684
112,0.005458017,0.005457957,0.005458015,0.978167994,0.005458017
113,0.036663377,0.036661246,0.036662008,0.853352005,0.036661365
114,0.965630431,0.008592453,0.008592311,0.008592077,0.008592729
115,0.036668003,0.853338235,0.036664572,0.036666225,0.036662966
116,0.919279739,0.020179625,0.020181386,0.020179625,0.020179625
117,0.437307008,0.016476291,0.016478822,0.513261061,0.016476818
118,0.415536413,0.036660295,0.474482703,0.036660295,0.036660295
119,0.06196273,0.06196273,0.75214908,0.06196273,0.06196273
120,0.629245344,0.007211702,0.007212185,0.260896368,0.095434401
121,0.06196273,0.06196273,0.75214908,0.06196273,0.06196273
122,0.009501588,0.009501363,0.009501448,0.961994214,0.009501387
123,0.06196273,0.06196273,0.06196273,0.06196273,0.75214908
124,0.06196273,0.06196273,0.06196273,0.06196273,0.75214908
125,0.895876684,0.026030684,0.026031264,0.026030684,0.026030684
126,0.003672049,0.00367207,0.003672049,0.985311774,0.003672059
127,0.218447114,0.005811467,0.005811376,0.005811554,0.764118488
128,0.036660295,0.44500956,0.445009555,0.036660295,0.036660295
129,0.036660295,0.036661698,0.036660295,0.853357417,0.036660295
130,0.750569638,0.016476525,0.016477675,0.199999333,0.016476829
131,0.75214908,0.06196273,0.06196273,0.06196273,0.06196273
132,0.976754295,0.005811542,0.005811462,0.005811281,0.00581142
133,0.00784193,0.00784171,0.968632394,0.007841923,0.007842043
134,0.836416521,0.008592216,0.137806711,0.008592171,0.00859238
135,0.0078419,0.007841852,0.968632445,0.007842041,0.007841762
136,0.06196273,0.06196273,0.75214908,0.06196273,0.06196273
137,0.036660295,0.036660295,0.036660295,0.85335882,0.036660295
138,0.026032061,0.026031667,0.605953891,0.315949836,0.026032545
139,0.036660295,0.036660295,0.85335882,0.036660295,0.036660295
140,0.06196273,0.06196273,0.75214908,0.06196273,0.06196273
141,0.919275171,0.020181709,0.020181255,0.020179625,0.020182239
142,0.026030684,0.026030684,0.895877263,0.026030684,0.026030684
143,0.013921758,0.013921467,0.013921768,0.013922112,0.944312895
144,0.853353515,0.036660295,0.036663058,0.036662837,0.036660295
145,0.026030684,0.026030684,0.026030684,0.895877263,0.026030684
146,0.895868213,0.026033463,0.026031518,0.026031459,0.026035348
147,0.036660295,0.036660295,0.036660295,0.85335882,0.036660295
148,0.06196273,0.06196273,0.06196273,0.06196273,0.75214908
149,0.036661923,0.036660295,0.853357192,0.036660295,0.036660295
150,0.007842063,0.098937559,0.007841643,0.877537136,0.007841598
151,0.006213615,0.006213437,0.006213493,0.975145627,0.006213827
152,0.026031979,0.026030684,0.026030684,0.895875969,0.026030684
153,0.06196273,0.06196273,0.75214908,0.06196273,0.06196273
154,0.020180395,0.020180419,0.919279291,0.020179625,0.020180271
155,0.020179625,0.020179625,0.9192815,0.020179625,0.020179625
156,0.005458281,0.005458069,0.005458248,0.005458123,0.978167279
157,0.324051809,0.472162671,0.013922304,0.175939674,0.013923541
158,0.003527817,0.003527825,0.003527847,0.003527825,0.985888687
159,0.026030684,0.026030684,0.895877263,0.026030684,0.026030684
160,0.375562294,0.183771204,0.412823531,0.013921294,0.013921677
161,0.006675529,0.295562417,0.420858592,0.006676252,0.27022721
162,0.06196273,0.06196273,0.75214908,0.06196273,0.06196273
163,0.026030684,0.026030684,0.591490569,0.330417378,0.026030684
164,0.026030684,0.026030684,0.591490569,0.330417378,0.026030684
165,0.036660295,0.036660295,0.853358539,0.036660576,0.036660295
166,0.016476183,0.016476183,0.016476364,0.934095086,0.016476183
167,0.362090471,0.07567794,0.550608359,0.005811862,0.005811369
168,0.026032957,0.428990191,0.492914128,0.026032041,0.026030684
169,0.026030684,0.026030684,0.895875326,0.026032622,0.026030684
170,0.01062595,0.010625878,0.720778717,0.010625925,0.24734353
171,0.012052589,0.012052461,0.835126458,0.012052745,0.128715748
172,0.986422264,0.00339441,0.003394451,0.003394458,0.003394417
173,0.013921294,0.013921294,0.013921294,0.013921294,0.944314824
174,0.013921571,0.013921441,0.013921376,0.013921294,0.944314318
175,0.002766815,0.988932839,0.002766785,0.002766762,0.0027668
176,0.002166047,0.991335877,0.002166027,0.00216602,0.00216603
177,0.002532695,0.27338774,0.002532622,0.00253265,0.719014293
178,0.006675761,0.006675595,0.973297283,0.006675505,0.006675856
179,0.005458156,0.005458183,0.978167463,0.005457939,0.00545826
180,0.005458017,0.005457957,0.005458015,0.978167994,0.005458017
181,0.965630431,0.008592453,0.008592311,0.008592077,0.008592729
182,0.036660295,0.036660295,0.853357739,0.036660295,0.036661377
183,0.06196273,0.06196273,0.06196273,0.75214908,0.06196273
184,0.026030684,0.026030684,0.026030717,0.315986703,0.605921211
185,0.003672049,0.00367207,0.003672049,0.985311774,0.003672059
186,0.218447114,0.005811467,0.005811376,0.005811554,0.764118488
187,0.010626196,0.010625878,0.010626174,0.957495781,0.010625971
188,0.012052775,0.951788415,0.012052806,0.012052707,0.012053297
189,0.010626194,0.010625909,0.010625963,0.957495917,0.010626018
190,0.012052775,0.951788415,0.012052806,0.012052707,0.012053297
191,0.976754295,0.005811542,0.005811462,0.005811281,0.00581142
192,0.007841643,0.258991663,0.46124266,0.264082014,0.007842019
193,0.00784193,0.00784171,0.968632394,0.007841923,0.007842043
194,0.836416521,0.008592216,0.137806711,0.008592171,0.00859238
195,0.0078419,0.007841852,0.968632445,0.007842041,0.007841762
196,0.009501719,0.009501384,0.009501464,0.961993956,0.009501476
197,0.016476811,0.016476365,0.016476274,0.2568441,0.693726451
198,0.279673785,0.008592286,0.008592725,0.694548587,0.008592617
199,0.020180459,0.020180031,0.020179828,0.020179625,0.919280057
200,0.016476627,0.212460926,0.738108043,0.016476966,0.016477438
201,0.005458281,0.005458069,0.005458248,0.005458123,0.978167279
202,0.003527817,0.003527825,0.003527847,0.003527825,0.985888687
203,0.026030684,0.026030684,0.895877263,0.026030684,0.026030684
204,0.375562294,0.183771204,0.412823531,0.013921294,0.013921677
205,0.75214908,0.06196273,0.06196273,0.06196273,0.06196273
206,0.986422264,0.00339441,0.003394451,0.003394458,0.003394417
207,0.013921294,0.013921294,0.013921294,0.013921294,0.944314824
208,0.013921571,0.013921441,0.013921376,0.013921294,0.944314318
209,0.445009558,0.036660295,0.445006851,0.036660295,0.036663001
210,0.002766815,0.988932808,0.002766785,0.002766762,0.002766831
211,0.002166047,0.991335877,0.002166027,0.00216602,0.00216603
212,0.002532695,0.27338774,0.002532622,0.00253265,0.719014293
213,0.006675761,0.006675595,0.973297283,0.006675505,0.006675856
214,0.005458156,0.005458183,0.978167463,0.005457939,0.00545826
215,0.005458017,0.005457957,0.005458015,0.978167994,0.005458017
216,0.965630431,0.008592453,0.008592311,0.008592077,0.008592729
217,0.06196273,0.06196273,0.75214908,0.06196273,0.06196273
218,0.06196273,0.06196273,0.75214908,0.06196273,0.06196273
219,0.0164766,0.016476572,0.242524367,0.016476183,0.708046278
220,0.003672049,0.00367207,0.003672049,0.985311774,0.003672059
221,0.218447114,0.005811467,0.005811376,0.005811554,0.764118488
222,0.016476549,0.01647632,0.934093914,0.016476828,0.016476388
223,0.007841571,0.007841986,0.007841579,0.007841623,0.968633242
224,0.06196273,0.06196273,0.06196273,0.06196273,0.75214908
225,0.008592392,0.229188367,0.422138238,0.127898884,0.212182119
226,0.976754295,0.005811542,0.005811462,0.005811281,0.00581142
227,0.00784193,0.00784171,0.968632394,0.007841923,0.007842043
228,0.06196273,0.06196273,0.75214908,0.06196273,0.06196273
229,0.836416521,0.008592216,0.137806711,0.008592171,0.00859238
230,0.0078419,0.007841852,0.968632445,0.007842041,0.007841762
231,0.026031051,0.026031251,0.337589556,0.026030684,0.584317457
232,0.895877247,0.026030684,0.026030684,0.026030701,0.026030684
233,0.016476549,0.01647632,0.934093914,0.016476828,0.016476388
234,0.005811899,0.09861945,0.10726765,0.48412356,0.304177441
235,0.525106795,0.016476183,0.016476183,0.241940838,0.2
236,0.06196273,0.06196273,0.75214908,0.06196273,0.06196273
237,0.026031359,0.895873055,0.026031205,0.026030684,0.026033696
238,0.026032651,0.895872873,0.026031263,0.026030684,0.026032529
239,0.302691568,0.020180059,0.322296874,0.020180219,0.334651279
240,0.036660295,0.85335882,0.036660295,0.036660295,0.036660295
241,0.005811348,0.072567698,0.005811337,0.909998127,0.005811491
242,0.016476881,0.016476413,0.016476671,0.934093565,0.016476471
243,0.211157611,0.016476398,0.20700696,0.016476782,0.54888225
244,0.895872896,0.026031552,0.026031752,0.026032525,0.026031275
245,0.009501588,0.009501363,0.009501448,0.961993615,0.009501986
246,0.026031705,0.026031066,0.895872778,0.026032485,0.026031966
247,0.036660295,0.036660295,0.85335882,0.036660295,0.036660295
248,0.53037748,0.202134726,0.246234821,0.010626301,0.010626673
249,0.013921294,0.013921294,0.789248333,0.013922197,0.168986882
250,0.005458281,0.005458069,0.005458248,0.005458123,0.978167279
251,0.026030684,0.026030684,0.895877263,0.026030684,0.026030684
252,0.008592234,0.00859204,0.008592109,0.965631073,0.008592545
253,0.007841571,0.007841986,0.007841579,0.007841623,0.968633242
254,0.957494983,0.01062616,0.010626762,0.010626136,0.01062596
255,0.003527817,0.003527825,0.003527847,0.003527825,0.985888687
256,0.353049026,0.020179968,0.020180563,0.020182803,0.58640764
257,0.005811926,0.00581162,0.638343756,0.005811478,0.344221219
258,0.564002894,0.00545807,0.163113533,0.005458184,0.261967319
259,0.895867325,0.026034093,0.026031489,0.026030898,0.026036194
260,0.871120008,0.007211827,0.107243924,0.007212396,0.007211844
261,0.009501425,0.009501449,0.009501438,0.009501314,0.961994374
262,0.013921758,0.013921467,0.013921768,0.013922112,0.944312895
263,0.036660295,0.036660295,0.45271939,0.036660295,0.437299726
264,0.013921296,0.013926128,0.640982652,0.013922453,0.31724747
265,0.85335882,0.036660295,0.036660295,0.036660295,0.036660295
266,0.009501425,0.009501449,0.009501438,0.009501314,0.961994374
267,0.016477191,0.016476805,0.446280757,0.504287928,0.016477318
268,0.06196273,0.06196273,0.06196273,0.75214908,0.06196273
269,0.026030684,0.026030684,0.895877263,0.026030684,0.026030684
270,0.375562294,0.183771204,0.412823531,0.013921294,0.013921677
271,0.919281216,0.020179625,0.020179909,0.020179625,0.020179625
272,0.026030684,0.026030684,0.895877263,0.026030684,0.026030684
273,0.026030691,0.026030684,0.895876929,0.026031011,0.026030684
274,0.934095267,0.016476183,0.016476183,0.016476183,0.016476183
275,0.013921548,0.013921389,0.944313439,0.01392201,0.013921613
276,0.036660295,0.036660295,0.85335882,0.036660295,0.036660295
277,0.020180405,0.020180333,0.020181283,0.2448511,0.694606878
278,0.020183354,0.02017981,0.54338473,0.396072205,0.020179902
279,0.012054223,0.414714347,0.012052625,0.54912478,0.012054024
280,0.01392157,0.013921461,0.013921581,0.168988185,0.789247203
281,0.688235392,0.004390326,0.004390328,0.298593449,0.004390504
282,0.004616106,0.109486979,0.004616104,0.876664734,0.004616077
283,0.06196273,0.06196273,0.06196273,0.75214908,0.06196273
284,0.869411461,0.006213642,0.00621353,0.111947505,0.006213863
285,0.026033673,0.026032818,0.346535598,0.575363187,0.026034725
286,0.750644346,0.016476183,0.199927104,0.016476183,0.016476183
287,0.036663373,0.036665054,0.853337218,0.036660295,0.03667406
288,0.013921297,0.323987472,0.013921686,0.634248251,0.013921294
289,0.919280438,0.020179625,0.020179625,0.020180687,0.020179625
290,0.06196273,0.06196273,0.06196273,0.75214908,0.06196273
291,0.026030684,0.026030684,0.605930252,0.315977695,0.026030684
292,0.853349474,0.036660295,0.036665988,0.036663947,0.036660295
293,0.75214908,0.06196273,0.06196273,0.06196273,0.06196273
294,0.026030684,0.026030684,0.895876724,0.026031223,0.026030684
295,0.036660295,0.036660295,0.85335882,0.036660295,0.036660295
296,0.06196273,0.06196273,0.75214908,0.06196273,0.06196273
297,0.895877263,0.026030684,0.026030684,0.026030684,0.026030684
298,0.986422264,0.00339441,0.003394451,0.003394458,0.003394417
299,0.013921294,0.013921294,0.013921294,0.013921294,0.944314824
300,0.013921571,0.013921441,0.013921376,0.013921294,0.944314318
301,0.002766815,0.988932839,0.002766785,0.002766762,0.0027668
302,0.002166047,0.991335877,0.002166027,0.00216602,0.00216603
303,0.002532695,0.27338774,0.002532622,0.00253265,0.719014293
304,0.006675761,0.006675595,0.973297283,0.006675505,0.006675856
305,0.005458156,0.005458183,0.978167463,0.005457939,0.00545826
306,0.005458017,0.005457957,0.005458015,0.978167994,0.005458017
307,0.965630431,0.008592453,0.008592311,0.008592077,0.008592729
308,0.026030684,0.026030684,0.895876788,0.026030684,0.02603116
309,0.036660295,0.036660295,0.036660295,0.85335882,0.036660295
310,0.036660295,0.036660295,0.45340673,0.036660295,0.436612385
311,0.003672049,0.00367207,0.003672049,0.985311774,0.003672059
312,0.218447114,0.005811467,0.005811376,0.005811554,0.764118488
313,0.006214562,0.152286031,0.006213495,0.829072447,0.006213466
314,0.976754295,0.005811542,0.005811462,0.005811281,0.00581142
315,0.00784193,0.00784171,0.968632394,0.007841923,0.007842043
316,0.003999431,0.003999259,0.759496612,0.085172953,0.147331746
317,0.836416521,0.008592216,0.137806711,0.008592171,0.00859238
318,0.0078419,0.007841852,0.968632445,0.007842041,0.007841762
319,0.036660295,0.036660295,0.85335882,0.036660295,0.036660295
320,0.020180384,0.020180799,0.919275877,0.020179927,0.020183013
321,0.003527955,0.003527955,0.003528005,0.878427541,0.110988545
322,0.004185805,0.004185742,0.004185846,0.886046058,0.101396549
